news_date,prediction_date,news_count,predicted_urea_strategy,predicted_dap_strategy,predicted_mop_strategy,latency_sec,token_usage_total,token_usage,actual_urea_strategy,urea_strategy_match,actual_dap_strategy,dap_strategy_match,actual_mop_strategy,mop_strategy_match,urea_return_pct,urea_predicted_pnl,urea_actual_pnl,dap_return_pct,dap_predicted_pnl,dap_actual_pnl,mop_return_pct,mop_predicted_pnl,mop_actual_pnl,total_predicted_pnl,sum_predicted_pnl,total_actual_pnl,sum_actual_pnl
2021-07-19,2021-07-20,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-20,2021-07-21,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-21,2021-07-22,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-22,2021-07-23,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-23,2021-07-24,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-24,2021-07-25,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-25,2021-07-26,0,buy,buy,volatility,0.0,0,{},volatility,False,sell,False,sell,False,-1.7873,-0.01787252368647707,0.0,-2.0588,-0.020588235294117574,0.020588235294117574,-2.286,0.0,0.022860089377792936,-0.038460758980594645,-0.038460758980594645,0.04344832467191051,0.04344832467191051
2021-07-26,2021-07-27,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-27,2021-07-28,0,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-28,2021-07-29,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-29,2021-07-30,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-30,2021-07-31,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-07-31,2021-08-01,1,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-01,2021-08-02,0,buy,volatility,volatility,0.0,0,{},sell,False,buy,False,sell,False,-5.1962,-0.05196228897171684,0.05196228897171684,2.4814,0.0,0.024814287972182658,-3.7819,0.0,0.03781882145998239,-0.05196228897171684,-0.05196228897171684,0.11459539840388189,0.11459539840388189
2021-08-02,2021-08-03,0,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-03,2021-08-04,0,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-04,2021-08-05,0,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-05,2021-08-06,0,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-06,2021-08-07,0,buy,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-07,2021-08-08,1,sell,sell,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-08,2021-08-09,0,sell,sell,sell,0.0,0,{},sell,True,volatility,False,volatility,False,-2.7058,0.027058279370952842,0.027058279370952842,0.6632,-0.006631708821715154,0.0,-0.841,0.008409506398537547,0.0,0.028836076947775235,0.028836076947775235,0.027058279370952842,0.027058279370952842
2021-08-09,2021-08-10,0,sell,sell,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-10,2021-08-11,0,sell,sell,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-11,2021-08-12,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-12,2021-08-13,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-13,2021-08-14,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-14,2021-08-15,1,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-15,2021-08-16,0,sell,sell,volatility,0.0,0,{},sell,True,sell,True,volatility,True,-5.6572,0.05657237936772053,0.05657237936772053,-5.9139,0.05913896123793472,0.05913896123793472,0.4978,0.0,0.0,0.11571134060565524,0.11571134060565524,0.11571134060565524,0.11571134060565524
2021-08-16,2021-08-17,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-17,2021-08-18,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-18,2021-08-19,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-19,2021-08-20,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-20,2021-08-21,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-21,2021-08-22,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-22,2021-08-23,0,sell,sell,volatility,0.0,0,{},buy,False,volatility,False,buy,False,8.39,-0.08390022675736963,0.08390022675736963,1.0259,-0.010258915486077047,0.0,7.0996,0.0,0.07099614749587224,-0.09415914224344668,-0.09415914224344668,0.15489637425324188,0.15489637425324188
2021-08-23,2021-08-24,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-24,2021-08-25,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-25,2021-08-26,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-26,2021-08-27,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-27,2021-08-28,1,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-28,2021-08-29,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-29,2021-08-30,0,buy,sell,volatility,0.0,0,{},buy,True,sell,True,sell,False,3.7192,0.037192003719200395,0.037192003719200395,-7.5919,0.07591876208897486,0.07591876208897486,-5.2929,0.0,0.05292908530318596,0.11311076580817525,0.11311076580817525,0.16603985111136121,0.16603985111136121
2021-08-30,2021-08-31,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-08-31,2021-09-01,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-01,2021-09-02,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-02,2021-09-03,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-03,2021-09-04,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-04,2021-09-05,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-05,2021-09-06,0,buy,sell,volatility,0.0,0,{},volatility,False,volatility,False,buy,False,1.3671,0.013670999551770535,0.0,0.8373,-0.008372579801151359,0.0,2.3693,0.0,0.02369325375293907,0.005298419750619177,0.005298419750619177,0.02369325375293907,0.02369325375293907
2021-09-06,2021-09-07,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-07,2021-09-08,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-08,2021-09-09,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-09,2021-09-10,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-10,2021-09-11,1,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-11,2021-09-12,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-12,2021-09-13,0,sell,sell,volatility,0.0,0,{},buy,False,buy,False,volatility,True,8.9542,-0.08954233915542775,0.08954233915542775,3.4423,-0.0344231101885486,0.0344231101885486,1.4664,0.0,0.0,-0.12396544934397635,-0.12396544934397635,0.12396544934397635,0.12396544934397635
2021-09-13,2021-09-14,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-14,2021-09-15,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-15,2021-09-16,0,sell,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-16,2021-09-17,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-17,2021-09-18,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-18,2021-09-19,1,sell,sell,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-19,2021-09-20,0,sell,sell,sell,0.0,0,{},sell,True,volatility,False,buy,False,-8.8271,0.08827110389610393,0.08827110389610393,-1.505,0.015050167224080258,0.0,4.5621,-0.045620755702594495,0.045620755702594495,0.05770051541758969,0.05770051541758969,0.13389185959869843,0.13389185959869843
2021-09-20,2021-09-21,0,sell,sell,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-21,2021-09-22,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-22,2021-09-23,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-23,2021-09-24,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-24,2021-09-25,2,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-25,2021-09-26,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-26,2021-09-27,0,volatility,sell,volatility,0.0,0,{},buy,False,sell,True,volatility,True,10.7946,0.0,0.10794569330068993,-2.0204,0.020203735144312396,0.020203735144312396,-0.7494,0.0,0.0,0.020203735144312396,0.020203735144312396,0.12814942844500232,0.12814942844500232
2021-09-27,2021-09-28,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-28,2021-09-29,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-29,2021-09-30,1,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-09-30,2021-10-01,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-01,2021-10-02,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-02,2021-10-03,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-03,2021-10-04,0,buy,sell,volatility,0.0,0,{},sell,False,buy,False,buy,False,-8.4773,-0.08477300120530329,0.08477300120530329,2.218,-0.022179864841448627,0.022179864841448627,6.5604,0.0,0.06560402684563771,-0.10695286604675192,-0.10695286604675192,0.17255689289238962,0.17255689289238962
2021-10-04,2021-10-05,0,buy,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-05,2021-10-06,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-06,2021-10-07,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-07,2021-10-08,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-08,2021-10-09,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-09,2021-10-10,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-10,2021-10-11,0,buy,buy,buy,0.0,0,{},volatility,False,buy,True,volatility,False,-1.0097,-0.010096575943810415,0.0,4.0176,0.04017630106797765,0.04017630106797765,1.8895,0.01889466225791203,0.0,0.048974387382079265,0.048974387382079265,0.04017630106797765,0.04017630106797765
2021-10-11,2021-10-12,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-12,2021-10-13,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-13,2021-10-14,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-14,2021-10-15,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-15,2021-10-16,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-16,2021-10-17,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-17,2021-10-18,0,buy,buy,buy,0.0,0,{},sell,False,volatility,False,sell,False,-3.3259,-0.03325942350332589,0.03325942350332589,0.6519,0.006518904823989535,0.0,-3.1989,-0.03198887343532686,0.03198887343532686,-0.058729392114663215,-0.058729392114663215,0.06524829693865275,0.06524829693865275
2021-10-18,2021-10-19,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-19,2021-10-20,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-20,2021-10-21,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-21,2021-10-22,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-22,2021-10-23,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-23,2021-10-24,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-24,2021-10-25,0,buy,buy,buy,0.0,0,{},sell,False,volatility,False,sell,False,-3.6697,-0.03669724770642202,0.03669724770642202,0.9715,0.009715025906735786,0.0,-4.1188,-0.041187739463601436,0.041187739463601436,-0.06816996126328767,-0.06816996126328767,0.07788498717002346,0.07788498717002346
2021-10-25,2021-10-26,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-26,2021-10-27,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-27,2021-10-28,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-28,2021-10-29,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-29,2021-10-30,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-30,2021-10-31,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-10-31,2021-11-01,0,buy,buy,buy,0.0,0,{},buy,True,buy,True,volatility,False,4.7857,0.04785714285714282,0.04785714285714282,3.2072,0.032071840923669104,0.032071840923669104,1.5318,0.015318015318015243,0.0,0.09524699909882717,0.09524699909882717,0.07992898378081192,0.07992898378081192
2021-11-01,2021-11-02,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-02,2021-11-03,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-03,2021-11-04,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-04,2021-11-05,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-05,2021-11-06,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-06,2021-11-07,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-07,2021-11-08,0,volatility,volatility,buy,0.0,0,{},sell,False,volatility,True,volatility,False,-4.0445,0.0,0.04044535332878896,-1.0566,0.0,0.0,-0.8855,-0.008855362413906165,0.0,-0.008855362413906165,-0.008855362413906165,0.04044535332878896,0.04044535332878896
2021-11-08,2021-11-09,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-09,2021-11-10,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-10,2021-11-11,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-11,2021-11-12,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-12,2021-11-13,1,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-13,2021-11-14,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-14,2021-11-15,0,volatility,buy,buy,0.0,0,{},buy,False,volatility,False,buy,True,5.0201,0.0,0.05020127871181623,0.4711,0.004711055276381826,0.0,5.096,0.050959629384513594,0.050959629384513594,0.05567068466089542,0.05567068466089542,0.10116090809632983,0.10116090809632983
2021-11-15,2021-11-16,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-16,2021-11-17,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-17,2021-11-18,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-18,2021-11-19,1,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-19,2021-11-20,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-20,2021-11-21,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-21,2021-11-22,0,volatility,buy,volatility,0.0,0,{},sell,False,sell,False,volatility,True,-4.1263,0.0,0.04126268320180382,-2.829,-0.028290090653328992,0.028290090653328992,1.8892,0.0,0.0,-0.028290090653328992,-0.028290090653328992,0.06955277385513281,0.06955277385513281
2021-11-22,2021-11-23,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-23,2021-11-24,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-24,2021-11-25,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-25,2021-11-26,1,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-26,2021-11-27,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-27,2021-11-28,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-28,2021-11-29,0,volatility,volatility,buy,0.0,0,{},sell,False,volatility,True,volatility,False,-2.3048,0.0,0.02304797742238951,-1.0938,0.0,0.0,-0.8344,-0.008343634116192988,0.0,-0.008343634116192988,-0.008343634116192988,0.02304797742238951,0.02304797742238951
2021-11-29,2021-11-30,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-11-30,2021-12-01,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-01,2021-12-02,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-02,2021-12-03,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-03,2021-12-04,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-04,2021-12-05,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-05,2021-12-06,0,volatility,volatility,buy,0.0,0,{},sell,False,sell,False,volatility,False,-2.311,0.0,0.023110255175734173,-2.4882,0.0,0.02488209464953639,-1.2309,-0.012309130570271054,0.0,-0.012309130570271054,-0.012309130570271054,0.047992349825270564,0.047992349825270564
2021-12-06,2021-12-07,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-07,2021-12-08,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-08,2021-12-09,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-09,2021-12-10,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-10,2021-12-11,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-11,2021-12-12,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-12,2021-12-13,0,volatility,volatility,buy,0.0,0,{},buy,False,volatility,True,volatility,False,4.0168,0.0,0.0401675702316413,-1.8179,0.0,0.0,-1.0885,-0.010884997633696103,0.0,-0.010884997633696103,-0.010884997633696103,0.0401675702316413,0.0401675702316413
2021-12-13,2021-12-14,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-14,2021-12-15,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-15,2021-12-16,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-16,2021-12-17,1,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-17,2021-12-18,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-18,2021-12-19,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-19,2021-12-20,0,volatility,buy,buy,0.0,0,{},volatility,True,buy,True,buy,True,0.6397,0.0,0.0,2.9727,0.029726516052318575,0.029726516052318575,9.5056,0.09505582137161084,0.09505582137161084,0.12478233742392941,0.12478233742392941,0.12478233742392941,0.12478233742392941
2021-12-20,2021-12-21,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-21,2021-12-22,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-22,2021-12-23,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-23,2021-12-24,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-24,2021-12-25,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-25,2021-12-26,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-26,2021-12-27,0,volatility,buy,buy,0.0,0,{},volatility,True,volatility,False,volatility,False,-0.5179,0.0,0.0,1.6661,0.01666116793137573,0.0,-1.8788,-0.01878823186717149,0.0,-0.002127063935795759,-0.002127063935795759,0.0,0.0
2021-12-27,2021-12-28,0,volatility,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-28,2021-12-29,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-29,2021-12-30,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-30,2021-12-31,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2021-12-31,2022-01-01,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-01,2022-01-02,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-02,2022-01-03,0,buy,buy,buy,0.0,0,{},volatility,False,buy,True,volatility,False,1.4671,0.014671083767155757,0.0,6.5228,0.06522797338958308,0.06522797338958308,-0.4601,-0.004601454653406556,0.0,0.07529760250333228,0.07529760250333228,0.06522797338958308,0.06522797338958308
2022-01-03,2022-01-04,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-04,2022-01-05,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-05,2022-01-06,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-06,2022-01-07,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-07,2022-01-08,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-08,2022-01-09,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-09,2022-01-10,0,buy,buy,buy,0.0,0,{},buy,True,volatility,False,buy,True,10.3312,0.10331156716417911,0.10331156716417911,1.0663,0.010662604722010638,0.0,2.0728,0.020727706531464385,0.020727706531464385,0.13470187841765413,0.13470187841765413,0.12403927369564349,0.12403927369564349
2022-01-10,2022-01-11,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-11,2022-01-12,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-12,2022-01-13,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-13,2022-01-14,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-14,2022-01-15,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-15,2022-01-16,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-16,2022-01-17,0,volatility,volatility,volatility,0.0,0,{},sell,False,volatility,True,sell,False,-7.4826,0.0,0.07482561826252387,1.0249,0.0,0.0,-2.615,0.0,0.02615047479912347,0.0,0.0,0.10097609306164734,0.10097609306164734
2022-01-17,2022-01-18,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-18,2022-01-19,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-19,2022-01-20,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-20,2022-01-21,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-21,2022-01-22,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-22,2022-01-23,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-23,2022-01-24,0,volatility,volatility,volatility,0.0,0,{},sell,False,buy,False,volatility,True,-2.3989,0.0,0.02398903358464699,4.8784,0.0,0.04878412651051778,-0.315,0.0,0.0,0.0,0.0,0.07277316009516477,0.07277316009516477
2022-01-24,2022-01-25,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-25,2022-01-26,1,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-26,2022-01-27,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-27,2022-01-28,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-28,2022-01-29,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-29,2022-01-30,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-01-30,2022-01-31,0,volatility,volatility,sell,0.0,0,{},volatility,True,volatility,True,volatility,False,-0.1404,0.0,0.0,0.2703,0.0,0.0,1.6102,-0.016102332580888,0.0,-0.016102332580888,-0.016102332580888,0.0,0.0
2022-01-31,2022-02-01,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-01,2022-02-02,1,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-02,2022-02-03,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-03,2022-02-04,0,volatility,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-04,2022-02-05,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-05,2022-02-06,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-06,2022-02-07,0,volatility,volatility,volatility,0.0,0,{},buy,False,buy,False,volatility,True,5.9541,0.0,0.05954055321143925,2.8089,0.0,0.02808909065115639,-1.1848,0.0,0.0,0.0,0.0,0.08762964386259564,0.08762964386259564
2022-02-07,2022-02-08,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-08,2022-02-09,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-09,2022-02-10,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-10,2022-02-11,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2022-02-11,2022-02-12,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
